Year,Jurisdiction,Type,Stream,Fate,Tonnes
2006,NSW,"Paints, resins, inks, organic sludges (F)",Total,Recycling,3819.0759875108456
2006,NSW,Pesticides (H),C&D,Disposal,0.0
2006,NSW,Pesticides (H),C&D,Energy recovery,0.0
2006,NSW,Pesticides (H),C&D,Recycling,0.0
2006,NSW,Pesticides (H),C&I,Disposal,952.946185
2006,NSW,Pesticides (H),C&I,Energy recovery,0.0
2006,NSW,Pesticides (H),C&I,Recycling,0.0
2006,NSW,Pesticides (H),Total,Disposal,952.946185
2006,NSW,Pesticides (H),Total,Energy recovery,0.0
2006,NSW,Pesticides (H),Total,Recycling,0.0
2006,NSW,Plating and heat treatment (A),C&D,Disposal,0.0
2006,NSW,Plating and heat treatment (A),C&D,Energy recovery,0.0
2006,NSW,Plating and heat treatment (A),C&D,Recycling,0.0
2006,NSW,Plating and heat treatment (A),C&I,Disposal,201.48490909090907
2006,NSW,Plating and heat treatment (A),C&I,Energy recovery,0.0
2006,NSW,Plating and heat treatment (A),C&I,Recycling,0.0
2006,NSW,Plating and heat treatment (A),Total,Disposal,201.48490909090907
2006,NSW,Plating and heat treatment (A),Total,Energy recovery,0.0
2006,NSW,Plating and heat treatment (A),Total,Recycling,0.0
2006,NSW,Reactive chemicals (E),C&D,Disposal,0.0
2006,NSW,Reactive chemicals (E),C&D,Energy recovery,0.0
2006,NSW,Reactive chemicals (E),C&D,Recycling,0.0
2006,NSW,Reactive chemicals (E),C&I,Disposal,68.68940788082938
2006,NSW,Reactive chemicals (E),C&I,Energy recovery,0.0
2006,NSW,Reactive chemicals (E),C&I,Recycling,0.44145675941653073
2006,NSW,Reactive chemicals (E),Total,Disposal,68.68940788082938
2006,NSW,Reactive chemicals (E),Total,Energy recovery,0.0
2006,NSW,Reactive chemicals (E),Total,Recycling,0.44145675941653073
2006,NSW,Timber,C&D,Disposal,165851.0
2006,NSW,Timber,C&D,Energy recovery,23934.0
2006,NSW,Timber,C&I,Disposal,288163.0
2006,NSW,Timber,C&I,Energy recovery,41585.0
2006,NSW,Timber,MSW,Disposal,37062.0
2006,NSW,Timber,MSW,Energy recovery,5348.0
2006,NSW,Timber,Total,Disposal,491076.0
2006,NSW,Timber,Total,Energy recovery,70867.0
2006,NSW,Tyres (T140),C&D,Disposal,0.0
2006,NSW,Tyres (T140),C&D,Energy recovery,0.0
2006,NSW,Tyres (T140),C&D,Recycling,0.0
2006,NSW,Tyres (T140),C&I,Disposal,60530.270990122044
2006,NSW,Tyres (T140),C&I,Energy recovery,26633.319235653704
2006,NSW,Tyres (T140),C&I,Recycling,7955.407044416076
2006,NSW,Tyres (T140),Total,Disposal,60530.270990122044
2006,NSW,Tyres (T140),Total,Energy recovery,26633.319235653704
2006,NSW,Tyres (T140),Total,Recycling,7955.407044416076
2006,NSW,Unclassified materials,C&D,Recycling,772000.0
2006,NSW,Unclassified materials,C&I,Recycling,9500.0
2006,NSW,Unclassified materials,MSW,Recycling,141500.0
2006,NSW,Unclassified materials,Total,Recycling,923000.0
2006,NT,Acids (B),C&D,Disposal,0.0
2006,NT,Acids (B),C&D,Energy recovery,0.0
2006,NT,Acids (B),C&D,Recycling,0.0
2006,NT,Acids (B),C&I,Disposal,47.24794825647423
2006,NT,Acids (B),C&I,Energy recovery,0.0
2006,NT,Acids (B),C&I,Recycling,104.66062217915919
2006,NT,Acids (B),Total,Disposal,47.24794825647423
2006,NT,Acids (B),Total,Energy recovery,0.0
2006,NT,Acids (B),Total,Recycling,104.66062217915919
2006,NT,Alkalis (C),C&D,Disposal,0.0
2006,NT,Alkalis (C),C&D,Energy recovery,0.0
2006,NT,Alkalis (C),C&D,Recycling,0.0
2006,NT,Alkalis (C),C&I,Disposal,26.661346161190792
2006,NT,Alkalis (C),C&I,Energy recovery,0.0
2006,NT,Alkalis (C),C&I,Recycling,193.10739967599338
2006,NT,Alkalis (C),Total,Disposal,26.661346161190792
2006,NT,Alkalis (C),Total,Energy recovery,0.0
2006,NT,Alkalis (C),Total,Recycling,193.10739967599338
2006,NT,Aluminium,C&D,Recycling,0.0
2006,NT,Aluminium,C&I,Recycling,50.0
2006,NT,Aluminium,MSW,Recycling,250.0
2006,NT,Aluminium,Total,Recycling,300.0
2006,NT,Asbestos (N220),C&D,Disposal,851.6688895370361
2006,NT,Asbestos (N220),C&D,Energy recovery,0.0
2006,NT,Asbestos (N220),C&D,Recycling,1.2203611109864587
2006,NT,Asbestos (N220),C&I,Disposal,725.4957207167344
2006,NT,Asbestos (N220),C&I,Energy recovery,0.0
2006,NT,Asbestos (N220),C&I,Recycling,1.0395668723217981
2006,NT,Asbestos (N220),Total,Disposal,1577.1646102537704
2006,NT,Asbestos (N220),Total,Energy recovery,0.0
2006,NT,Asbestos (N220),Total,Recycling,2.259927983308257
2006,NT,Biosolids,C&I,Disposal,1129.4163322727793
2006,NT,Biosolids,C&I,Recycling,8922.389024954955
2006,NT,Biosolids,Total,Disposal,1129.4163322727793
2006,NT,Biosolids,Total,Recycling,8922.389024954955
2006,NT,Cardboard,C&D,Recycling,0.0
2006,NT,Cardboard,C&I,Recycling,5000.0
2006,NT,Cardboard,MSW,Recycling,5000.0
2006,NT,Cardboard,Total,Recycling,10000.0
2006,NT,Clinical and pharmaceutical (R),C&D,Disposal,0.0
2006,NT,Clinical and pharmaceutical (R),C&D,Energy recovery,0.0
2006,NT,Clinical and pharmaceutical (R),C&D,Recycling,0.0
2006,NT,Clinical and pharmaceutical (R),C&I,Disposal,256.6382270637124
2006,NT,Clinical and pharmaceutical (R),C&I,Energy recovery,0.0
2006,NT,Clinical and pharmaceutical (R),C&I,Recycling,2.30474635902799
2006,NT,Clinical and pharmaceutical (R),Total,Disposal,256.6382270637124
2006,NT,Clinical and pharmaceutical (R),Total,Energy recovery,0.0
2006,NT,Clinical and pharmaceutical (R),Total,Recycling,2.30474635902799
2006,NT,Contaminated soils (N120),C&D,Disposal,4251.425780824037
2006,NT,Contaminated soils (N120),C&D,Energy recovery,0.0
2006,NT,Contaminated soils (N120),C&D,Recycling,257.339653026402
2006,NT,Contaminated soils (N120),C&I,Disposal,1653.332248098237
2006,NT,Contaminated soils (N120),C&I,Energy recovery,0.0
2006,NT,Contaminated soils (N120),C&I,Recycling,100.07653173248967
2006,NT,Contaminated soils (N120),Total,Disposal,5904.758028922274
2006,NT,Contaminated soils (N120),Total,Energy recovery,0.0
2006,NT,Contaminated soils (N120),Total,Recycling,357.41618475889163
2006,NT,Food organics,C&D,Disposal,0.0
2006,NT,Food organics,C&D,Energy recovery,0.0
2006,NT,Food organics,C&I,Disposal,12685.0
2006,NT,Food organics,C&I,Energy recovery,1510.0
2006,NT,Food organics,MSW,Disposal,62474.0
2006,NT,Food organics,MSW,Energy recovery,7438.0
2006,NT,Food organics,Total,Disposal,75159.0
2006,NT,Food organics,Total,Energy recovery,8948.0
2006,NT,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0.0
2006,NT,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0.0
2006,NT,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0.0
2006,NT,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,1725.1078424559337
2006,NT,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0.0
2006,NT,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,8511.453405648015
2006,NT,"Food-derived hazardous wastes (K100, K110)",Total,Disposal,1725.1078424559337
2006,NT,"Food-derived hazardous wastes (K100, K110)",Total,Energy recovery,0.0
2006,NT,"Food-derived hazardous wastes (K100, K110)",Total,Recycling,8511.453405648015
2006,NT,Garden organics,C&D,Disposal,3876.0
2006,NT,Garden organics,C&D,Energy recovery,119.0
2006,NT,Garden organics,C&I,Disposal,2562.0
2006,NT,Garden organics,C&I,Energy recovery,79.0
2006,NT,Garden organics,MSW,Disposal,31976.0
2006,NT,Garden organics,MSW,Energy recovery,982.0
2006,NT,Garden organics,Total,Disposal,38414.0
2006,NT,Garden organics,Total,Energy recovery,1180.0
2006,NT,Glass from food and beverage containers,C&D,Recycling,0.0
2006,NT,Glass from food and beverage containers,C&I,Recycling,0.0
2006,NT,Glass from food and beverage containers,MSW,Recycling,4500.0
2006,NT,Glass from food and beverage containers,Total,Recycling,4500.0
2006,NT,High density polyethylene (HDPE) (2),C&D,Recycling,0.0
2006,NT,High density polyethylene (HDPE) (2),C&I,Recycling,50.0
2006,NT,High density polyethylene (HDPE) (2),MSW,Recycling,150.0
2006,NT,High density polyethylene (HDPE) (2),Total,Recycling,200.0
2006,NT,Inorganic chemicals (D),C&D,Disposal,0.0
2006,NT,Inorganic chemicals (D),C&D,Energy recovery,0.0
2006,NT,Inorganic chemicals (D),C&D,Recycling,0.0
2006,NT,Inorganic chemicals (D),C&I,Disposal,87.51666801498936
2006,NT,Inorganic chemicals (D),C&I,Energy recovery,0.0
2006,NT,Inorganic chemicals (D),C&I,Recycling,374.08620857682416
2006,NT,Inorganic chemicals (D),Total,Disposal,87.51666801498936
2006,NT,Inorganic chemicals (D),Total,Energy recovery,0.0
2006,NT,Inorganic chemicals (D),Total,Recycling,374.08620857682416
2006,NT,Iron and steel,C&D,Recycling,0.0
2006,NT,Iron and steel,C&I,Recycling,500.0
2006,NT,Iron and steel,MSW,Recycling,520.0
2006,NT,Iron and steel,Total,Recycling,1020.0
2006,NT,Low density polyethylene (LDPE) (4),Total,Recycling,0.0
2006,NT,Non-ferrous metals (ex. aluminium),Total,Recycling,0.0
2006,NT,Oils (J),C&D,Disposal,0.0
2006,NT,Oils (J),C&D,Energy recovery,0.0
2006,NT,Oils (J),C&D,Recycling,0.0
2006,NT,Oils (J),C&I,Disposal,340.0491919111537
2006,NT,Oils (J),C&I,Energy recovery,667.31409129454
2006,NT,Oils (J),C&I,Recycling,5166.720946474037
2006,NT,Oils (J),Total,Disposal,340.0491919111537
2006,NT,Oils (J),Total,Energy recovery,667.31409129454
2006,NT,Oils (J),Total,Recycling,5166.720946474037
2006,NT,Organic chemicals (M),C&D,Disposal,0.0
2006,NT,Organic chemicals (M),C&D,Energy recovery,0.0
2006,NT,Organic chemicals (M),C&D,Recycling,0.0
2006,NT,Organic chemicals (M),C&I,Disposal,25.832273457634702
2006,NT,Organic chemicals (M),C&I,Energy recovery,1.2534660434948224
2006,NT,Organic chemicals (M),C&I,Recycling,3.322384444732866
2006,NT,Organic chemicals (M),Total,Disposal,25.832273457634702
2006,NT,Organic chemicals (M),Total,Energy recovery,1.2534660434948224
2006,NT,Organic chemicals (M),Total,Recycling,3.322384444732866
2006,NT,Organic solvents (G),C&D,Disposal,0.0
2006,NT,Organic solvents (G),C&D,Energy recovery,0.0
2006,NT,Organic solvents (G),C&D,Recycling,0.0
2006,NT,Organic solvents (G),C&I,Disposal,1.4612104168950886
2006,NT,Organic solvents (G),C&I,Energy recovery,0.1514183419107442
2006,NT,Organic solvents (G),C&I,Recycling,7.814927318519517
2006,NT,Organic solvents (G),Total,Disposal,1.4612104168950886
2006,NT,Organic solvents (G),Total,Energy recovery,0.1514183419107442
2006,NT,Organic solvents (G),Total,Recycling,7.814927318519517
2006,NT,Other,C&D,Disposal,0.0
2006,NT,Other,C&D,Energy recovery,0.0
2006,NT,Other,C&D,Recycling,0.0
2006,NT,Other,C&I,Disposal,0.0
2006,NT,Other,C&I,Energy recovery,0.0
2006,NT,Other,C&I,Recycling,0.0
2006,NT,Other,Total,Disposal,0.0
2006,NT,Other,Total,Energy recovery,0.0
2006,NT,Other,Total,Recycling,0.0
2006,NT,"Other hazardous organic wastes (K140, K190)",C&D,Disposal,0.0
2006,NT,"Other hazardous organic wastes (K140, K190)",C&D,Energy recovery,0.0
2006,NT,"Other hazardous organic wastes (K140, K190)",C&D,Recycling,0.0
2006,NT,"Other hazardous organic wastes (K140, K190)",C&I,Disposal,0.0
2006,NT,"Other hazardous organic wastes (K140, K190)",C&I,Energy recovery,0.0
2006,NT,"Other hazardous organic wastes (K140, K190)",C&I,Recycling,0.0
2006,NT,"Other hazardous organic wastes (K140, K190)",Total,Disposal,0.0
2006,NT,"Other hazardous organic wastes (K140, K190)",Total,Energy recovery,0.0
2006,NT,"Other hazardous organic wastes (K140, K190)",Total,Recycling,0.0
2006,NT,Other miscellaneous (other T),C&D,Disposal,0.0
2006,NT,Other miscellaneous (other T),C&D,Energy recovery,0.0
2006,NT,Other miscellaneous (other T),C&D,Recycling,0.0
2006,NT,Other miscellaneous (other T),C&I,Disposal,16.914053960280736
2006,NT,Other miscellaneous (other T),C&I,Energy recovery,0.0
2006,NT,Other miscellaneous (other T),C&I,Recycling,9.296602949994238
2006,NT,Other miscellaneous (other T),Total,Disposal,16.914053960280736
2006,NT,Other miscellaneous (other T),Total,Energy recovery,0.0
2006,NT,Other miscellaneous (other T),Total,Recycling,9.296602949994238
2006,NT,Other organics,C&D,Disposal,0.0
2006,NT,Other organics,C&D,Energy recovery,0.0
2006,NT,Other organics,C&I,Disposal,0.0
2006,NT,Other organics,C&I,Energy recovery,0.0
2006,NT,Other organics,MSW,Disposal,7707.0
2006,NT,Other organics,MSW,Energy recovery,283.0
2006,NT,Other organics,Total,Disposal,7707.0
2006,NT,Other organics,Total,Energy recovery,283.0
2006,NT,Other plastics (7),C&D,Recycling,0.0
2006,NT,Other plastics (7),C&I,Recycling,50.0
2006,NT,Other plastics (7),MSW,Recycling,60.0
2006,NT,Other plastics (7),Total,Recycling,110.0
2006,NT,Other soil/sludges (other N),C&D,Disposal,0.0
2006,NT,Other soil/sludges (other N),C&D,Energy recovery,0.0
2006,NT,Other soil/sludges (other N),C&D,Recycling,0.0
2006,NT,Other soil/sludges (other N),C&I,Disposal,351.98617438888095
2006,NT,Other soil/sludges (other N),C&I,Energy recovery,0.0
2006,NT,Other soil/sludges (other N),C&I,Recycling,146.29584884079276
2006,NT,Other soil/sludges (other N),Total,Disposal,351.98617438888095
2006,NT,Other soil/sludges (other N),Total,Energy recovery,0.0
2006,NT,Other soil/sludges (other N),Total,Recycling,146.29584884079276
2006,NT,"Paints, resins, inks, organic sludges (F)",C&D,Disposal,0.0
2006,NT,"Paints, resins, inks, organic sludges (F)",C&D,Energy recovery,0.0
2006,NT,"Paints, resins, inks, organic sludges (F)",C&D,Recycling,0.0
2006,NT,"Paints, resins, inks, organic sludges (F)",C&I,Disposal,203.2022577448327
2006,NT,"Paints, resins, inks, organic sludges (F)",C&I,Energy recovery,61.04635220443687
2006,NT,"Paints, resins, inks, organic sludges (F)",C&I,Recycling,259.9133396338445
2006,NT,"Paints, resins, inks, organic sludges (F)",Total,Disposal,203.2022577448327
2006,NT,"Paints, resins, inks, organic sludges (F)",Total,Energy recovery,61.04635220443687
2006,NT,"Paints, resins, inks, organic sludges (F)",Total,Recycling,259.9133396338445
2006,NT,Pesticides (H),C&D,Disposal,0.0
2006,NT,Pesticides (H),C&D,Energy recovery,0.0
2006,NT,Pesticides (H),C&D,Recycling,0.0
2006,NT,Pesticides (H),C&I,Disposal,0.4991660250673854
2006,NT,Pesticides (H),C&I,Energy recovery,0.0
2006,NT,Pesticides (H),C&I,Recycling,1.9882539813462445
2006,NT,Pesticides (H),Total,Disposal,0.4991660250673854
2006,NT,Pesticides (H),Total,Energy recovery,0.0
2006,NT,Pesticides (H),Total,Recycling,1.9882539813462445
2006,NT,Plating and heat treatment (A),C&D,Disposal,0.0
2006,NT,Plating and heat treatment (A),C&D,Energy recovery,0.0
2006,NT,Plating and heat treatment (A),C&D,Recycling,0.0
2006,NT,Plating and heat treatment (A),C&I,Disposal,0.0
2006,NT,Plating and heat treatment (A),C&I,Energy recovery,0.0
2006,NT,Plating and heat treatment (A),C&I,Recycling,0.0
2006,NT,Plating and heat treatment (A),Total,Disposal,0.0
2006,NT,Plating and heat treatment (A),Total,Energy recovery,0.0
2006,NT,Plating and heat treatment (A),Total,Recycling,0.0
2006,NT,Polyethylene terephthalate (PET) (1),C&D,Recycling,0.0
2006,NT,Polyethylene terephthalate (PET) (1),C&I,Recycling,100.0
2006,NT,Polyethylene terephthalate (PET) (1),MSW,Recycling,200.0
2006,NT,Polyethylene terephthalate (PET) (1),Total,Recycling,300.0
2006,NT,Polymer coated paperboard,C&D,Recycling,0.0
2006,NT,Polymer coated paperboard,C&I,Recycling,0.0
2006,NT,Polymer coated paperboard,MSW,Recycling,50.0
2006,NT,Polymer coated paperboard,Total,Recycling,50.0
2006,NT,Polypropylene (PP) (5),Total,Recycling,0.0
2006,NT,Polystyrene (PS) (6),Total,Recycling,0.0
2006,NT,Polyvinyl chloride (PVC) (3),Total,Recycling,0.0
2006,NT,Reactive chemicals (E),C&D,Disposal,0.0
2006,NT,Reactive chemicals (E),C&D,Energy recovery,0.0
2006,NT,Reactive chemicals (E),C&D,Recycling,0.0
2006,NT,Reactive chemicals (E),C&I,Disposal,1.6507056540301999
2006,NT,Reactive chemicals (E),C&I,Energy recovery,0.0
2006,NT,Reactive chemicals (E),C&I,Recycling,0.107146342828766
2006,NT,Reactive chemicals (E),Total,Disposal,1.6507056540301999
2006,NT,Reactive chemicals (E),Total,Energy recovery,0.0
2006,NT,Reactive chemicals (E),Total,Recycling,0.107146342828766
2006,NT,Timber,C&D,Disposal,11237.0
2006,NT,Timber,C&D,Energy recovery,748.0
2006,NT,Timber,C&I,Disposal,7738.0
2006,NT,Timber,C&I,Energy recovery,515.0
2006,NT,Timber,MSW,Disposal,1873.0
2006,NT,Timber,MSW,Energy recovery,125.0
2006,NT,Timber,Total,Disposal,20847.0
2006,NT,Timber,Total,Energy recovery,1388.0
2006,NT,Tyres (T140),C&D,Disposal,0.0
2006,NT,Tyres (T140),C&D,Energy recovery,0.0
2006,NT,Tyres (T140),C&D,Recycling,0.0
2006,NT,Tyres (T140),C&I,Disposal,2534.619754236261
2006,NT,Tyres (T140),C&I,Energy recovery,1155.2240882824901
2006,NT,Tyres (T140),C&I,Recycling,435.9564727758572
2006,NT,Tyres (T140),Total,Disposal,2534.619754236261
2006,NT,Tyres (T140),Total,Energy recovery,1155.2240882824901
2006,NT,Tyres (T140),Total,Recycling,435.9564727758572
2006,Qld,Acids (B),C&D,Disposal,0.0
2006,Qld,Acids (B),C&D,Energy recovery,0.0
2006,Qld,Acids (B),C&D,Recycling,0.0
2006,Qld,Acids (B),C&I,Disposal,3289.663782516256
2006,Qld,Acids (B),C&I,Energy recovery,0.0
2006,Qld,Acids (B),C&I,Recycling,13704.533217483746
2006,Qld,Acids (B),Total,Disposal,3289.663782516256
2006,Qld,Acids (B),Total,Energy recovery,0.0
2006,Qld,Acids (B),Total,Recycling,13704.533217483746
2006,Qld,Alkalis (C),C&D,Disposal,0.0
2006,Qld,Alkalis (C),C&D,Energy recovery,0.0
2006,Qld,Alkalis (C),C&D,Recycling,0.0
2006,Qld,Alkalis (C),C&I,Disposal,2510.107884679016
2006,Qld,Alkalis (C),C&I,Energy recovery,0.0
2006,Qld,Alkalis (C),C&I,Recycling,33403.64611532098
2006,Qld,Alkalis (C),Total,Disposal,2510.107884679016
2006,Qld,Alkalis (C),Total,Energy recovery,0.0
2006,Qld,Alkalis (C),Total,Recycling,33403.64611532098
2006,Qld,Asbestos (N220),C&D,Disposal,26857.85670007835
2006,Qld,Asbestos (N220),C&D,Energy recovery,0.0
2006,Qld,Asbestos (N220),C&D,Recycling,59.35265992165219
2006,Qld,Asbestos (N220),C&I,Disposal,22878.914966733406
2006,Qld,Asbestos (N220),C&I,Energy recovery,0.0
2006,Qld,Asbestos (N220),C&I,Recycling,50.5596732665926
2006,Qld,Asbestos (N220),Total,Disposal,49736.77166681176
2006,Qld,Asbestos (N220),Total,Energy recovery,0.0
2006,Qld,Asbestos (N220),Total,Recycling,109.91233318824479
2006,Qld,Ash,C&I,Long-term storage,4192636.963991981
2006,Qld,Ash,C&I,Recycling,685644.1276220239
2006,Qld,Ash,Total,Long-term storage,4192636.963991981
2006,Qld,Ash,Total,Recycling,685644.1276220239
2006,Qld,Biosolids,C&I,Disposal,8884.28334222409
2006,Qld,Biosolids,C&I,Recycling,272451.3558282054
2006,Qld,Biosolids,Total,Disposal,8884.28334222409
2006,Qld,Biosolids,Total,Recycling,272451.3558282054
2006,Qld,Clinical and pharmaceutical (R),C&D,Disposal,0.0
2006,Qld,Clinical and pharmaceutical (R),C&D,Energy recovery,0.0
2006,Qld,Clinical and pharmaceutical (R),C&D,Recycling,0.0
2006,Qld,Clinical and pharmaceutical (R),C&I,Disposal,21556.513598490506
2006,Qld,Clinical and pharmaceutical (R),C&I,Energy recovery,0.0
2006,Qld,Clinical and pharmaceutical (R),C&I,Recycling,169.2754015094954
2006,Qld,Clinical and pharmaceutical (R),Total,Disposal,21556.513598490506
2006,Qld,Clinical and pharmaceutical (R),Total,Energy recovery,0.0
2006,Qld,Clinical and pharmaceutical (R),Total,Recycling,169.2754015094954
2006,Qld,Contaminated soils (N120),C&D,Disposal,499395.04756319994
2006,Qld,Contaminated soils (N120),C&D,Energy recovery,0.0
2006,Qld,Contaminated soils (N120),C&D,Recycling,0.0
2006,Qld,Contaminated soils (N120),C&I,Disposal,194209.18516346667
2006,Qld,Contaminated soils (N120),C&I,Energy recovery,0.0
2006,Qld,Contaminated soils (N120),C&I,Recycling,0.0
2006,Qld,Contaminated soils (N120),Total,Disposal,693604.2327266666
2006,Qld,Contaminated soils (N120),Total,Energy recovery,0.0
2006,Qld,Contaminated soils (N120),Total,Recycling,0.0
2006,Qld,Food organics,C&D,Disposal,0.0
2006,Qld,Food organics,C&D,Energy recovery,0.0
2006,Qld,Food organics,C&D,Recycling,0.0
2006,Qld,Food organics,C&I,Disposal,246950.0
2006,Qld,Food organics,C&I,Energy recovery,35163.0
2006,Qld,Food organics,C&I,Recycling,0.0
2006,Qld,Food organics,MSW,Disposal,534472.0
2006,Qld,Food organics,MSW,Energy recovery,76103.0
2006,Qld,Food organics,MSW,Recycling,0.0
2006,Qld,Food organics,Total,Disposal,781423.0
2006,Qld,Food organics,Total,Energy recovery,111266.0
2006,Qld,Food organics,Total,Recycling,0.0
2006,Qld,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0.0
2006,Qld,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0.0
2006,Qld,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0.0
2006,Qld,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,55672.263350753434
2006,Qld,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0.0
2006,Qld,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,187274.0556492466
2006,Qld,"Food-derived hazardous wastes (K100, K110)",Total,Disposal,55672.263350753434
2006,Qld,"Food-derived hazardous wastes (K100, K110)",Total,Energy recovery,0.0
2006,Qld,"Food-derived hazardous wastes (K100, K110)",Total,Recycling,187274.0556492466
2006,Qld,Garden organics,C&D,Disposal,22505.0
2006,Qld,Garden organics,C&D,Energy recovery,815.0
